Country,Time,Accommodation,Purpose,Duration,Transport,Destination,Value_accomodation,Value_transport,Value_destination
France,2022,,Total,1 night or over,,Greece,,,1144503.0
France,2023,,Total,1 night or over,,Greece,,,1008757.0
Hungary,2012,,Total,1 night or over,,Greece,,,57930.0
Hungary,2013,,Total,1 night or over,,Greece,,,54575.0
Hungary,2014,,Total,1 night or over,,Greece,,,101727.0
Hungary,2015,,Total,1 night or over,,Greece,,,117440.0
Hungary,2016,,Total,1 night or over,,Greece,,,166727.0
Hungary,2017,,Total,1 night or over,,Greece,,,194431.0
Hungary,2018,,Total,1 night or over,,Greece,,,191959.0
Hungary,2019,,Total,1 night or over,,Greece,,,311503.0
Hungary,2020,,Total,1 night or over,,Greece,,,47932.0
Hungary,2021,,Total,1 night or over,,Greece,,,176676.0
Hungary,2022,,Total,1 night or over,,Greece,,,283264.0
Hungary,2023,,Total,1 night or over,,Greece,,,479621.0
Ireland,2012,,Total,1 night or over,,Greece,,,32497.0
Ireland,2013,,Total,1 night or over,,Greece,,,33878.0
Ireland,2014,,Total,1 night or over,,Greece,,,39128.0
Ireland,2015,,Total,1 night or over,,Greece,,,35715.0
Ireland,2016,,Total,1 night or over,,Greece,,,45862.0
Ireland,2017,,Total,1 night or over,,Greece,,,71874.0
Ireland,2018,,Total,1 night or over,,Greece,,,104364.0
Ireland,2019,,Total,1 night or over,,Greece,,,76365.0
Ireland,2020,,Total,1 night or over,,Greece,,,7380.0
Ireland,2022,,Total,1 night or over,,Greece,,,169835.0
Ireland,2023,,Total,1 night or over,,Greece,,,165982.0
Italy,2012,,Total,1 night or over,,Greece,,,765226.0
Italy,2013,,Total,1 night or over,,Greece,,,416283.0
Italy,2015,,Total,1 night or over,,Greece,,,355178.0
Italy,2017,,Total,1 night or over,,Greece,,,610482.0
Italy,2018,,Total,1 night or over,,Greece,,,453854.0
Italy,2019,,Total,1 night or over,,Greece,,,812604.0
Italy,2021,,Total,1 night or over,,Greece,,,380915.0
Italy,2022,,Total,1 night or over,,Greece,,,573888.0
Italy,2023,,Total,1 night or over,,Greece,,,377725.0
Lithuania,2012,,Total,1 night or over,,Greece,,,30927.0
Lithuania,2013,,Total,1 night or over,,Greece,,,29503.0
Lithuania,2014,,Total,1 night or over,,Greece,,,40234.0
Lithuania,2015,,Total,1 night or over,,Greece,,,31145.0
Lithuania,2016,,Total,1 night or over,,Greece,,,45614.0
Lithuania,2017,,Total,1 night or over,,Greece,,,43767.0
Lithuania,2018,,Total,1 night or over,,Greece,,,56953.0
Lithuania,2019,,Total,1 night or over,,Greece,,,58441.0
Lithuania,2020,,Total,1 night or over,,Greece,,,22277.0
Lithuania,2021,,Total,1 night or over,,Greece,,,59342.0
Lithuania,2022,,Total,1 night or over,,Greece,,,96360.0
Lithuania,2023,,Total,1 night or over,,Greece,,,102892.0
Luxembourg,2012,,Total,1 night or over,,Greece,,,25541.0
Luxembourg,2013,,Total,1 night or over,,Greece,,,17822.0
Luxembourg,2014,,Total,1 night or over,,Greece,,,20339.0
Luxembourg,2015,,Total,1 night or over,,Greece,,,25720.0
Luxembourg,2016,,Total,1 night or over,,Greece,,,25720.0
Luxembourg,2017,,Total,1 night or over,,Greece,,,35028.0
Luxembourg,2018,,Total,1 night or over,,Greece,,,42597.0
Luxembourg,2019,,Total,1 night or over,,Greece,,,47297.0
Luxembourg,2020,,Total,1 night or over,,Greece,,,18701.0
Luxembourg,2021,,Total,1 night or over,,Greece,,,41298.0
Luxembourg,2022,,Total,1 night or over,,Greece,,,54387.0
Luxembourg,2023,,Total,1 night or over,,Greece,,,54288.0
Latvia,2018,,Total,1 night or over,,Greece,,,53470.0
Latvia,2019,,Total,1 night or over,,Greece,,,50299.0
Latvia,2022,,Total,1 night or over,,Greece,,,33584.0
Latvia,2023,,Total,1 night or over,,Greece,,,39649.0
North Macedonia,2019,,Total,1 night or over,,Greece,,,92923.0
North Macedonia,2021,,Total,1 night or over,,Greece,,,63426.0
Malta,2012,,Total,1 night or over,,Greece,,,4103.0
Malta,2013,,Total,1 night or over,,Greece,,,3980.0
Malta,2015,,Total,1 night or over,,Greece,,,7648.0
Malta,2016,,Total,1 night or over,,Greece,,,6679.0
Malta,2017,,Total,1 night or over,,Greece,,,12167.0
Malta,2018,,Total,1 night or over,,Greece,,,9659.0
Malta,2019,,Total,1 night or over,,Greece,,,13381.0
Malta,2021,,Total,1 night or over,,Greece,,,9401.0
Malta,2022,,Total,1 night or over,,Greece,,,21582.0
Malta,2023,,Total,1 night or over,,Greece,,,24352.0
Netherlands,2012,,Total,1 night or over,,Greece,,,625788.0
Netherlands,2013,,Total,1 night or over,,Greece,,,542730.0
Netherlands,2014,,Total,1 night or over,,Greece,,,677161.0
Netherlands,2015,,Total,1 night or over,,Greece,,,625227.0
Netherlands,2016,,Total,1 night or over,,Greece,,,525722.0
Netherlands,2017,,Total,1 night or over,,Greece,,,729056.0
Netherlands,2018,,Total,1 night or over,,Greece,,,737930.0
Netherlands,2019,,Total,1 night or over,,Greece,,,856995.0
Netherlands,2020,,Total,1 night or over,,Greece,,,171668.0
Netherlands,2021,,Total,1 night or over,,Greece,,,649297.0
Netherlands,2022,,Total,1 night or over,,Greece,,,834280.0
Netherlands,2023,,Total,1 night or over,,Greece,,,798767.0
Norway,2013,,Total,1 night or over,,Greece,,,336383.0
Norway,2014,,Total,1 night or over,,Greece,,,386281.0
Norway,2015,,Total,1 night or over,,Greece,,,301569.0
Norway,2016,,Total,1 night or over,,Greece,,,320754.0
Norway,2017,,Total,1 night or over,,Greece,,,387074.0
Norway,2018,,Total,1 night or over,,Greece,,,312321.0
Norway,2022,,Total,1 night or over,,Greece,,,302172.0
Norway,2023,,Total,1 night or over,,Greece,,,354460.0
Poland,2012,,Total,1 night or over,,Greece,,,214117.0
Poland,2013,,Total,1 night or over,,Greece,,,446321.0
Poland,2014,,Total,1 night or over,,Greece,,,470728.0
Poland,2015,,Total,1 night or over,,Greece,,,545628.0
Poland,2016,,Total,1 night or over,,Greece,,,611469.0
Poland,2017,,Total,1 night or over,,Greece,,,671233.0
Poland,2018,,Total,1 night or over,,Greece,,,751580.0
Poland,2019,,Total,1 night or over,,Greece,,,857479.0
Poland,2020,,Total,1 night or over,,Greece,,,300383.0
Poland,2021,,Total,1 night or over,,Greece,,,451497.0
Poland,2022,,Total,1 night or over,,Greece,,,801086.0
Poland,2023,,Total,1 night or over,,Greece,,,873270.0
Portugal,2019,,Total,1 night or over,,Greece,,,31528.0
Portugal,2021,,Total,1 night or over,,Greece,,,22549.0
Portugal,2022,,Total,1 night or over,,Greece,,,30589.0
Portugal,2023,,Total,1 night or over,,Greece,,,25831.0
Romania,2012,,Total,1 night or over,,Greece,,,101354.0
Romania,2013,,Total,1 night or over,,Greece,,,179289.0
Romania,2014,,Total,1 night or over,,Greece,,,185357.0
Romania,2015,,Total,1 night or over,,Greece,,,165373.0
Romania,2016,,Total,1 night or over,,Greece,,,179029.0
Romania,2017,,Total,1 night or over,,Greece,,,195457.0
Romania,2018,,Total,1 night or over,,Greece,,,227631.0
Romania,2019,,Total,1 night or over,,Greece,,,254495.0
Romania,2020,,Total,1 night or over,,Greece,,,76878.0
Romania,2021,,Total,1 night or over,,Greece,,,243512.0
Romania,2022,,Total,1 night or over,,Greece,,,287871.0
Romania,2023,,Total,1 night or over,,Greece,,,440682.0
Sweden,2014,,Total,1 night or over,,Greece,,,300261.0
Sweden,2015,,Total,1 night or over,,Greece,,,345383.0
Sweden,2016,,Total,1 night or over,,Greece,,,431852.0
Sweden,2017,,Total,1 night or over,,Greece,,,819064.0
Sweden,2018,,Total,1 night or over,,Greece,,,774626.0
Sweden,2019,,Total,1 night or over,,Greece,,,706767.0
Sweden,2021,,Total,1 night or over,,Greece,,,256268.0
Sweden,2022,,Total,1 night or over,,Greece,,,1013213.0
Slovenia,2012,,Total,1 night or over,,Greece,,,26802.0
Slovenia,2013,,Total,1 night or over,,Greece,,,39250.0
Slovenia,2014,,Total,1 night or over,,Greece,,,38340.0
Slovenia,2015,,Total,1 night or over,,Greece,,,34693.0
Slovenia,2016,,Total,1 night or over,,Greece,,,26690.0
Slovenia,2017,,Total,1 night or over,,Greece,,,32300.0
Slovenia,2018,,Total,1 night or over,,Greece,,,38447.0
Slovenia,2019,,Total,1 night or over,,Greece,,,44205.0
Slovenia,2021,,Total,1 night or over,,Greece,,,48922.0
Slovenia,2022,,Total,1 night or over,,Greece,,,56893.0
Slovenia,2023,,Total,1 night or over,,Greece,,,69712.0
Slovakia,2012,,Total,1 night or over,,Greece,,,83498.0
Slovakia,2016,,Total,1 night or over,,Greece,,,75122.0
Slovakia,2018,,Total,1 night or over,,Greece,,,97054.0
Slovakia,2019,,Total,1 night or over,,Greece,,,114822.0
Slovakia,2022,,Total,1 night or over,,Greece,,,121890.0
Slovakia,2023,,Total,1 night or over,,Greece,,,169551.0
United Kingdom,2012,,Total,1 night or over,,Greece,,,1742582.0
United Kingdom,2013,,Total,1 night or over,,Greece,,,1738236.0
Albania,2017,,Total,4 nights or over,,Greece,,,272653.0
Albania,2019,,Total,4 nights or over,,Greece,,,246635.0
Albania,2020,,Total,4 nights or over,,Greece,,,37886.0
Austria,2012,,Total,4 nights or over,,Greece,,,261946.0
Austria,2013,,Total,4 nights or over,,Greece,,,374845.0
Austria,2014,,Total,4 nights or over,,Greece,,,367117.0
Austria,2015,,Total,4 nights or over,,Greece,,,347219.0
Austria,2016,,Total,4 nights or over,,Greece,,,353236.0
Austria,2017,,Total,4 nights or over,,Greece,,,357729.0
Austria,2018,,Total,4 nights or over,,Greece,,,305127.0
Austria,2019,,Total,4 nights or over,,Greece,,,564670.0
Austria,2020,,Total,4 nights or over,,Greece,,,88411.0
Austria,2021,,Total,4 nights or over,,Greece,,,451392.0
Austria,2022,,Total,4 nights or over,,Greece,,,547203.0
Austria,2023,,Total,4 nights or over,,Greece,,,470184.0
Belgium,2012,,Total,4 nights or over,,Greece,,,213300.0
Belgium,2013,,Total,4 nights or over,,Greece,,,198927.0
Belgium,2014,,Total,4 nights or over,,Greece,,,285379.0
Belgium,2015,,Total,4 nights or over,,Greece,,,238550.0
Belgium,2016,,Total,4 nights or over,,Greece,,,365719.0
Belgium,2017,,Total,4 nights or over,,Greece,,,216683.0
Belgium,2018,,Total,4 nights or over,,Greece,,,351243.0
Belgium,2019,,Total,4 nights or over,,Greece,,,298933.0
Belgium,2020,,Total,4 nights or over,,Greece,,,95451.0
Belgium,2021,,Total,4 nights or over,,Greece,,,205169.0
Belgium,2022,,Total,4 nights or over,,Greece,,,336192.0
Belgium,2023,,Total,4 nights or over,,Greece,,,298389.0
Bulgaria,2012,,Total,4 nights or over,,Greece,,,64261.0
Bulgaria,2013,,Total,4 nights or over,,Greece,,,107774.0
Bulgaria,2014,,Total,4 nights or over,,Greece,,,103482.0
Bulgaria,2015,,Total,4 nights or over,,Greece,,,128770.0
Bulgaria,2016,,Total,4 nights or over,,Greece,,,154557.0
Bulgaria,2017,,Total,4 nights or over,,Greece,,,197780.0
Bulgaria,2018,,Total,4 nights or over,,Greece,,,183891.0
Bulgaria,2019,,Total,4 nights or over,,Greece,,,236563.0
Bulgaria,2021,,Total,4 nights or over,,Greece,,,34719.0
Bulgaria,2022,,Total,4 nights or over,,Greece,,,195566.0
Bulgaria,2023,,Total,4 nights or over,,Greece,,,282938.0
Switzerland,2012,,Total,4 nights or over,,Greece,,,218341.0
Switzerland,2013,,Total,4 nights or over,,Greece,,,268627.0
Switzerland,2014,,Total,4 nights or over,,Greece,,,226801.0
Switzerland,2015,,Total,4 nights or over,,Greece,,,263166.0
Switzerland,2016,,Total,4 nights or over,,Greece,,,250910.0
Switzerland,2017,,Total,4 nights or over,,Greece,,,269759.0
Switzerland,2018,,Total,4 nights or over,,Greece,,,410265.0
Switzerland,2019,,Total,4 nights or over,,Greece,,,304733.0
Switzerland,2020,,Total,4 nights or over,,Greece,,,170716.0
Switzerland,2021,,Total,4 nights or over,,Greece,,,303794.0
Switzerland,2022,,Total,4 nights or over,,Greece,,,295035.0
Cyprus,2012,,Total,4 nights or over,,Greece,,,273457.0
Cyprus,2013,,Total,4 nights or over,,Greece,,,243771.0
Cyprus,2014,,Total,4 nights or over,,Greece,,,322385.0
Cyprus,2015,,Total,4 nights or over,,Greece,,,324884.0
Cyprus,2016,,Total,4 nights or over,,Greece,,,352184.0
Cyprus,2017,,Total,4 nights or over,,Greece,,,342548.0
Cyprus,2018,,Total,4 nights or over,,Greece,,,365646.0
Cyprus,2019,,Total,4 nights or over,,Greece,,,319906.0
Cyprus,2020,,Total,4 nights or over,,Greece,,,97521.0
Cyprus,2021,,Total,4 nights or over,,Greece,,,143376.0
Cyprus,2022,,Total,4 nights or over,,Greece,,,297242.0
Cyprus,2023,,Total,4 nights or over,,Greece,,,360843.0
Czechia,2012,,Total,4 nights or over,,Greece,,,314481.0
Czechia,2013,,Total,4 nights or over,,Greece,,,338691.0
Czechia,2014,,Total,4 nights or over,,Greece,,,293815.0
Czechia,2015,,Total,4 nights or over,,Greece,,,252913.0
Czechia,2016,,Total,4 nights or over,,Greece,,,267531.0
Czechia,2017,,Total,4 nights or over,,Greece,,,370822.0
Czechia,2018,,Total,4 nights or over,,Greece,,,471975.0
Czechia,2019,,Total,4 nights or over,,Greece,,,412005.0
Czechia,2021,,Total,4 nights or over,,Greece,,,350693.0
Czechia,2022,,Total,4 nights or over,,Greece,,,362734.0
Czechia,2023,,Total,4 nights or over,,Greece,,,402644.0
Germany,2012,,Total,4 nights or over,,Greece,,,1193499.0
Germany,2013,,Total,4 nights or over,,Greece,,,1907569.0
Germany,2014,,Total,4 nights or over,,Greece,,,2283663.0
Germany,2015,,Total,4 nights or over,,Greece,,,1522942.0
Germany,2016,,Total,4 nights or over,,Greece,,,2302826.0
Germany,2017,,Total,4 nights or over,,Greece,,,2738868.0
Germany,2018,,Total,4 nights or over,,Greece,,,3004398.0
Germany,2019,,Total,4 nights or over,,Greece,,,3000788.0
Germany,2020,,Total,4 nights or over,,Greece,,,932117.0
Germany,2021,,Total,4 nights or over,,Greece,,,1983059.0
Germany,2022,,Total,4 nights or over,,Greece,,,3333671.0
Germany,2023,,Total,4 nights or over,,Greece,,,3706565.0
Denmark,2012,,Total,4 nights or over,,Greece,,,217169.0
Denmark,2013,,Total,4 nights or over,,Greece,,,205967.0
Denmark,2014,,Total,4 nights or over,,Greece,,,278139.0
Denmark,2015,,Total,4 nights or over,,Greece,,,221688.0
Denmark,2016,,Total,4 nights or over,,Greece,,,256456.0
Denmark,2017,,Total,4 nights or over,,Greece,,,312493.0
Denmark,2018,,Total,4 nights or over,,Greece,,,279435.0
Denmark,2019,,Total,4 nights or over,,Greece,,,384488.0
Denmark,2020,,Total,4 nights or over,,Greece,,,99945.0
Denmark,2021,,Total,4 nights or over,,Greece,,,224505.0
Denmark,2022,,Total,4 nights or over,,Greece,,,344777.0
Denmark,2023,,Total,4 nights or over,,Greece,,,332515.0
Estonia,2014,,Total,4 nights or over,,Greece,,,21486.0
Estonia,2015,,Total,4 nights or over,,Greece,,,24228.0
Estonia,2016,,Total,4 nights or over,,Greece,,,39593.0
Estonia,2017,,Total,4 nights or over,,Greece,,,29932.0
Estonia,2018,,Total,4 nights or over,,Greece,,,49829.0
Estonia,2019,,Total,4 nights or over,,Greece,,,28386.0
Estonia,2021,,Total,4 nights or over,,Greece,,,23757.0
Estonia,2022,,Total,4 nights or over,,Greece,,,33825.0
Estonia,2023,,Total,4 nights or over,,Greece,,,48998.0
Greece,2012,,Total,4 nights or over,,Greece,,,3697649.0
Greece,2013,,Total,4 nights or over,,Greece,,,3351880.0
Greece,2014,,Total,4 nights or over,,Greece,,,3857100.0
Greece,2015,,Total,4 nights or over,,Greece,,,3455676.0
Greece,2016,,Total,4 nights or over,,Greece,,,3375820.0
Greece,2017,,Total,4 nights or over,,Greece,,,3925297.0
Greece,2018,,Total,4 nights or over,,Greece,,,4048832.0
Greece,2019,,Total,4 nights or over,,Greece,,,3732811.0
Greece,2020,,Total,4 nights or over,,Greece,,,3214481.0
Greece,2021,,Total,4 nights or over,,Greece,,,3532087.0
Greece,2022,,Total,4 nights or over,,Greece,,,4232434.0
Greece,2023,,Total,4 nights or over,,Greece,,,4314066.0
Spain,2012,,Total,4 nights or over,,Greece,,,92598.0
Spain,2013,,Total,4 nights or over,,Greece,,,54614.0
Spain,2014,,Total,4 nights or over,,Greece,,,89239.0
Spain,2015,,Total,4 nights or over,,Greece,,,75956.0
Spain,2016,,Total,4 nights or over,,Greece,,,107671.0
Spain,2017,,Total,4 nights or over,,Greece,,,123184.0
Spain,2018,,Total,4 nights or over,,Greece,,,187128.0
Spain,2019,,Total,4 nights or over,,Greece,,,267604.0
Spain,2021,,Total,4 nights or over,,Greece,,,89296.0
Spain,2022,,Total,4 nights or over,,Greece,,,265825.0
Spain,2023,,Total,4 nights or over,,Greece,,,252253.0
Finland,2012,,Total,4 nights or over,,Greece,,,224964.0
Finland,2013,,Total,4 nights or over,,Greece,,,163383.0
Finland,2014,,Total,4 nights or over,,Greece,,,210578.0
Finland,2015,,Total,4 nights or over,,Greece,,,237544.0
Finland,2016,,Total,4 nights or over,,Greece,,,183834.0
Finland,2017,,Total,4 nights or over,,Greece,,,247180.0
Finland,2018,,Total,4 nights or over,,Greece,,,255680.0
Finland,2019,,Total,4 nights or over,,Greece,,,263430.0
Finland,2022,,Total,4 nights or over,,Greece,,,305945.0
Finland,2023,,Total,4 nights or over,,Greece,,,382144.0
France,2012,,Total,4 nights or over,,Greece,,,707067.0
France,2013,,Total,4 nights or over,,Greece,,,739986.0
France,2014,,Total,4 nights or over,,Greece,,,904515.0
France,2015,,Total,4 nights or over,,Greece,,,994429.0
France,2016,,Total,4 nights or over,,Greece,,,839634.0
France,2017,,Total,4 nights or over,,Greece,,,822207.0
France,2018,,Total,4 nights or over,,Greece,,,1124557.0
France,2019,,Total,4 nights or over,,Greece,,,954376.0
France,2020,,Total,4 nights or over,,Greece,,,248916.0
France,2021,,Total,4 nights or over,,Greece,,,784008.0
France,2022,,Total,4 nights or over,,Greece,,,1108856.0
France,2023,,Total,4 nights or over,,Greece,,,931709.0
Hungary,2012,,Total,4 nights or over,,Greece,,,56850.0
Hungary,2013,,Total,4 nights or over,,Greece,,,53878.0
Hungary,2014,,Total,4 nights or over,,Greece,,,101158.0
Hungary,2015,,Total,4 nights or over,,Greece,,,114604.0
Hungary,2016,,Total,4 nights or over,,Greece,,,164072.0
Hungary,2017,,Total,4 nights or over,,Greece,,,190417.0
Hungary,2018,,Total,4 nights or over,,Greece,,,177862.0
Hungary,2019,,Total,4 nights or over,,Greece,,,292998.0
Hungary,2020,,Total,4 nights or over,,Greece,,,43536.0
Hungary,2021,,Total,4 nights or over,,Greece,,,155025.0
Hungary,2022,,Total,4 nights or over,,Greece,,,275004.0
Hungary,2023,,Total,4 nights or over,,Greece,,,461453.0
Ireland,2012,,Total,4 nights or over,,Greece,,,32497.0
Ireland,2013,,Total,4 nights or over,,Greece,,,33878.0
Ireland,2014,,Total,4 nights or over,,Greece,,,36858.0
Ireland,2015,,Total,4 nights or over,,Greece,,,34128.0
Ireland,2016,,Total,4 nights or over,,Greece,,,44985.0
Ireland,2017,,Total,4 nights or over,,Greece,,,71303.0
Ireland,2018,,Total,4 nights or over,,Greece,,,103490.0
Ireland,2019,,Total,4 nights or over,,Greece,,,75015.0
Ireland,2020,,Total,4 nights or over,,Greece,,,7380.0
Ireland,2022,,Total,4 nights or over,,Greece,,,168254.0
Ireland,2023,,Total,4 nights or over,,Greece,,,165982.0
Italy,2012,,Total,4 nights or over,,Greece,,,744161.0
Italy,2013,,Total,4 nights or over,,Greece,,,398937.0
Italy,2015,,Total,4 nights or over,,Greece,,,304930.0
Italy,2017,,Total,4 nights or over,,Greece,,,511232.0
Italy,2018,,Total,4 nights or over,,Greece,,,445267.0
Italy,2019,,Total,4 nights or over,,Greece,,,733642.0
Italy,2021,,Total,4 nights or over,,Greece,,,380915.0
Italy,2022,,Total,4 nights or over,,Greece,,,524716.0
Italy,2023,,Total,4 nights or over,,Greece,,,345579.0
Lithuania,2012,,Total,4 nights or over,,Greece,,,29321.0
Lithuania,2013,,Total,4 nights or over,,Greece,,,28892.0
Lithuania,2014,,Total,4 nights or over,,Greece,,,40230.0
Lithuania,2015,,Total,4 nights or over,,Greece,,,30659.0
Lithuania,2016,,Total,4 nights or over,,Greece,,,45129.0
Lithuania,2017,,Total,4 nights or over,,Greece,,,43767.0
Lithuania,2018,,Total,4 nights or over,,Greece,,,56004.0
Lithuania,2019,,Total,4 nights or over,,Greece,,,58441.0
Lithuania,2020,,Total,4 nights or over,,Greece,,,21005.0
Lithuania,2021,,Total,4 nights or over,,Greece,,,58634.0
Lithuania,2022,,Total,4 nights or over,,Greece,,,94305.0
Lithuania,2023,,Total,4 nights or over,,Greece,,,96445.0
Luxembourg,2012,,Total,4 nights or over,,Greece,,,22623.0
Luxembourg,2013,,Total,4 nights or over,,Greece,,,16388.0
Luxembourg,2014,,Total,4 nights or over,,Greece,,,18504.0
Luxembourg,2015,,Total,4 nights or over,,Greece,,,24794.0
Luxembourg,2016,,Total,4 nights or over,,Greece,,,23401.0
Luxembourg,2017,,Total,4 nights or over,,Greece,,,31238.0
Luxembourg,2018,,Total,4 nights or over,,Greece,,,40328.0
Luxembourg,2019,,Total,4 nights or over,,Greece,,,41919.0
Luxembourg,2020,,Total,4 nights or over,,Greece,,,17478.0
Luxembourg,2021,,Total,4 nights or over,,Greece,,,39947.0
Luxembourg,2022,,Total,4 nights or over,,Greece,,,53993.0
Luxembourg,2023,,Total,4 nights or over,,Greece,,,48423.0
Latvia,2018,,Total,4 nights or over,,Greece,,,53470.0
Latvia,2019,,Total,4 nights or over,,Greece,,,50299.0
Latvia,2022,,Total,4 nights or over,,Greece,,,33584.0
Latvia,2023,,Total,4 nights or over,,Greece,,,39649.0
North Macedonia,2019,,Total,4 nights or over,,Greece,,,76809.0
North Macedonia,2021,,Total,4 nights or over,,Greece,,,57147.0
Malta,2012,,Total,4 nights or over,,Greece,,,3788.0
Malta,2013,,Total,4 nights or over,,Greece,,,3492.0
Malta,2015,,Total,4 nights or over,,Greece,,,5817.0
Malta,2016,,Total,4 nights or over,,Greece,,,5997.0
Malta,2017,,Total,4 nights or over,,Greece,,,11421.0
Malta,2018,,Total,4 nights or over,,Greece,,,7405.0
Malta,2019,,Total,4 nights or over,,Greece,,,11042.0
Malta,2021,,Total,4 nights or over,,Greece,,,7550.0
Malta,2022,,Total,4 nights or over,,Greece,,,16830.0
Malta,2023,,Total,4 nights or over,,Greece,,,20235.0
Netherlands,2012,,Total,4 nights or over,,Greece,,,613943.0
Netherlands,2013,,Total,4 nights or over,,Greece,,,537183.0
Netherlands,2014,,Total,4 nights or over,,Greece,,,669147.0
Netherlands,2015,,Total,4 nights or over,,Greece,,,613408.0
Netherlands,2016,,Total,4 nights or over,,Greece,,,511445.0
Netherlands,2017,,Total,4 nights or over,,Greece,,,718030.0
Netherlands,2018,,Total,4 nights or over,,Greece,,,728663.0
Netherlands,2019,,Total,4 nights or over,,Greece,,,827193.0
Netherlands,2020,,Total,4 nights or over,,Greece,,,165419.0
Netherlands,2021,,Total,4 nights or over,,Greece,,,633558.0
Netherlands,2022,,Total,4 nights or over,,Greece,,,811099.0
Netherlands,2023,,Total,4 nights or over,,Greece,,,774817.0
Norway,2013,,Total,4 nights or over,,Greece,,,332670.0
Norway,2014,,Total,4 nights or over,,Greece,,,386281.0
Norway,2015,,Total,4 nights or over,,Greece,,,298298.0
Norway,2016,,Total,4 nights or over,,Greece,,,309693.0
Norway,2017,,Total,4 nights or over,,Greece,,,375069.0
Norway,2018,,Total,4 nights or over,,Greece,,,312321.0
Norway,2022,,Total,4 nights or over,,Greece,,,302172.0
Norway,2023,,Total,4 nights or over,,Greece,,,354460.0
Poland,2012,,Total,4 nights or over,,Greece,,,201544.0
Poland,2013,,Total,4 nights or over,,Greece,,,380469.0
Poland,2014,,Total,4 nights or over,,Greece,,,467901.0
Poland,2015,,Total,4 nights or over,,Greece,,,542790.0
Poland,2016,,Total,4 nights or over,,Greece,,,606678.0
Poland,2017,,Total,4 nights or over,,Greece,,,667184.0
Poland,2018,,Total,4 nights or over,,Greece,,,741380.0
Poland,2019,,Total,4 nights or over,,Greece,,,840196.0
Poland,2020,,Total,4 nights or over,,Greece,,,298837.0
Poland,2021,,Total,4 nights or over,,Greece,,,444541.0
Poland,2022,,Total,4 nights or over,,Greece,,,776255.0
Poland,2023,,Total,4 nights or over,,Greece,,,835366.0
Portugal,2019,,Total,4 nights or over,,Greece,,,30472.0
Portugal,2021,,Total,4 nights or over,,Greece,,,22549.0
Portugal,2022,,Total,4 nights or over,,Greece,,,30589.0
Portugal,2023,,Total,4 nights or over,,Greece,,,23019.0
Romania,2012,,Total,4 nights or over,,Greece,,,98043.0
Romania,2013,,Total,4 nights or over,,Greece,,,178731.0
Romania,2014,,Total,4 nights or over,,Greece,,,184699.0
Romania,2015,,Total,4 nights or over,,Greece,,,164645.0
Romania,2016,,Total,4 nights or over,,Greece,,,165790.0
Romania,2017,,Total,4 nights or over,,Greece,,,185035.0
Romania,2018,,Total,4 nights or over,,Greece,,,207014.0
Romania,2019,,Total,4 nights or over,,Greece,,,242743.0
Romania,2020,,Total,4 nights or over,,Greece,,,76139.0
Romania,2021,,Total,4 nights or over,,Greece,,,243512.0
Romania,2022,,Total,4 nights or over,,Greece,,,282410.0
Romania,2023,,Total,4 nights or over,,Greece,,,429481.0
Sweden,2014,,Total,4 nights or over,,Greece,,,288677.0
Sweden,2015,,Total,4 nights or over,,Greece,,,337536.0
Sweden,2016,,Total,4 nights or over,,Greece,,,416839.0
Sweden,2017,,Total,4 nights or over,,Greece,,,802897.0
Sweden,2018,,Total,4 nights or over,,Greece,,,767771.0
Sweden,2019,,Total,4 nights or over,,Greece,,,695427.0
Sweden,2021,,Total,4 nights or over,,Greece,,,256268.0
Sweden,2022,,Total,4 nights or over,,Greece,,,994146.0
Slovenia,2012,,Total,4 nights or over,,Greece,,,25913.0
Slovenia,2013,,Total,4 nights or over,,Greece,,,38755.0
Slovenia,2014,,Total,4 nights or over,,Greece,,,35730.0
Slovenia,2015,,Total,4 nights or over,,Greece,,,34085.0
Slovenia,2016,,Total,4 nights or over,,Greece,,,25859.0
Slovenia,2017,,Total,4 nights or over,,Greece,,,30652.0
Slovenia,2019,,Total,4 nights or over,,Greece,,,43565.0
Slovenia,2021,,Total,4 nights or over,,Greece,,,47998.0
Slovenia,2022,,Total,4 nights or over,,Greece,,,53902.0
Slovenia,2023,,Total,4 nights or over,,Greece,,,64265.0
Slovakia,2012,,Total,4 nights or over,,Greece,,,83498.0
Slovakia,2016,,Total,4 nights or over,,Greece,,,75122.0
Slovakia,2018,,Total,4 nights or over,,Greece,,,92117.0
Slovakia,2019,,Total,4 nights or over,,Greece,,,106193.0
Slovakia,2022,,Total,4 nights or over,,Greece,,,121890.0
Slovakia,2023,,Total,4 nights or over,,Greece,,,169551.0
United Kingdom,2012,,Total,4 nights or over,,Greece,,,1694071.0
United Kingdom,2013,,Total,4 nights or over,,Greece,,,1693347.0
Austria,2012,,Personal reasons,From 1 to 3 nights,,Spain,,,81555.0
Austria,2013,,Personal reasons,From 1 to 3 nights,,Spain,,,52386.0
Austria,2014,,Personal reasons,From 1 to 3 nights,,Spain,,,74753.0
Austria,2015,,Personal reasons,From 1 to 3 nights,,Spain,,,63749.0
Austria,2016,,Personal reasons,From 1 to 3 nights,,Spain,,,78232.0
Austria,2017,,Personal reasons,From 1 to 3 nights,,Spain,,,60481.0
Austria,2018,,Personal reasons,From 1 to 3 nights,,Spain,,,72479.0
