country_id,country_name,year,accommodation,purpose,duration,transport,destination,value_accomodation,value_transport,value_destination,arrivals_million
3,France,2023,NULL,Total,"4 nights or over",NULL,Austria,NULL,NULL,268268.0000,NULL
3,France,2023,NULL,"Personal reasons","From 1 to 3 nights",NULL,Belgium,NULL,NULL,1297709.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Belgium,NULL,NULL,1717454.0000,NULL
3,France,2023,NULL,"Personal reasons","4 nights or over",NULL,Belgium,NULL,NULL,419745.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","From 1 to 3 nights",NULL,Belgium,NULL,NULL,429284.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","1 night or over",NULL,Belgium,NULL,NULL,573145.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","4 nights or over",NULL,Belgium,NULL,NULL,143860.0000,NULL
3,France,2023,NULL,"Professional, business","From 1 to 3 nights",NULL,Belgium,NULL,NULL,259884.0000,NULL
3,France,2023,NULL,"Professional, business","1 night or over",NULL,Belgium,NULL,NULL,291520.0000,NULL
3,France,2023,NULL,Total,"From 1 to 3 nights",NULL,Belgium,NULL,NULL,1557593.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Belgium,NULL,NULL,2008975.0000,NULL
3,France,2023,NULL,Total,"4 nights or over",NULL,Belgium,NULL,NULL,451382.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Bulgaria,NULL,NULL,137346.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Bulgaria,NULL,NULL,145047.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Canada,NULL,NULL,540406.0000,NULL
3,France,2023,NULL,"Personal reasons","4 nights or over",NULL,Canada,NULL,NULL,520209.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","1 night or over",NULL,Canada,NULL,NULL,189011.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","4 nights or over",NULL,Canada,NULL,NULL,175737.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Canada,NULL,NULL,564081.0000,NULL
3,France,2023,NULL,Total,"4 nights or over",NULL,Canada,NULL,NULL,533161.0000,NULL
3,France,2023,NULL,"Personal reasons","From 1 to 3 nights",NULL,Switzerland,NULL,NULL,664957.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Switzerland,NULL,NULL,1056139.0000,NULL
3,France,2023,NULL,"Personal reasons","4 nights or over",NULL,Switzerland,NULL,NULL,391182.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","From 1 to 3 nights",NULL,Switzerland,NULL,NULL,330361.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","1 night or over",NULL,Switzerland,NULL,NULL,455155.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","4 nights or over",NULL,Switzerland,NULL,NULL,124794.0000,NULL
3,France,2023,NULL,Total,"From 1 to 3 nights",NULL,Switzerland,NULL,NULL,732217.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Switzerland,NULL,NULL,1234942.0000,NULL
3,France,2023,NULL,Total,"4 nights or over",NULL,Switzerland,NULL,NULL,502725.0000,NULL
3,France,2023,NULL,"Personal reasons","From 1 to 3 nights",NULL,Czechia,NULL,NULL,115004.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Czechia,NULL,NULL,266312.0000,NULL
3,France,2023,NULL,"Personal reasons","4 nights or over",NULL,Czechia,NULL,NULL,151308.0000,NULL
3,France,2023,NULL,Total,"From 1 to 3 nights",NULL,Czechia,NULL,NULL,119270.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Czechia,NULL,NULL,280152.0000,NULL
3,France,2023,NULL,Total,"4 nights or over",NULL,Czechia,NULL,NULL,160882.0000,NULL
3,France,2023,NULL,"Personal reasons","From 1 to 3 nights",NULL,Germany,NULL,NULL,1171925.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Germany,NULL,NULL,1846925.0000,NULL
3,France,2023,NULL,"Personal reasons","4 nights or over",NULL,Germany,NULL,NULL,675001.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","From 1 to 3 nights",NULL,Germany,NULL,NULL,302715.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","1 night or over",NULL,Germany,NULL,NULL,544834.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","4 nights or over",NULL,Germany,NULL,NULL,242119.0000,NULL
3,France,2023,NULL,"Professional, business","From 1 to 3 nights",NULL,Germany,NULL,NULL,419567.0000,NULL
3,France,2023,NULL,"Professional, business","1 night or over",NULL,Germany,NULL,NULL,459616.0000,NULL
3,France,2023,NULL,Total,"From 1 to 3 nights",NULL,Germany,NULL,NULL,1591492.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Germany,NULL,NULL,2306541.0000,NULL
3,France,2023,NULL,Total,"4 nights or over",NULL,Germany,NULL,NULL,715049.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Denmark,NULL,NULL,91272.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Denmark,NULL,NULL,97930.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Greece,NULL,NULL,993087.0000,NULL
3,France,2023,NULL,"Personal reasons","4 nights or over",NULL,Greece,NULL,NULL,916039.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Greece,NULL,NULL,1008757.0000,NULL
3,France,2023,NULL,Total,"4 nights or over",NULL,Greece,NULL,NULL,931709.0000,NULL
3,France,2023,NULL,"Personal reasons","From 1 to 3 nights",NULL,Spain,NULL,NULL,1917943.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Spain,NULL,NULL,5922668.0000,NULL
3,France,2023,NULL,"Personal reasons","4 nights or over",NULL,Spain,NULL,NULL,4004725.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","From 1 to 3 nights",NULL,Spain,NULL,NULL,289070.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","1 night or over",NULL,Spain,NULL,NULL,593548.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","4 nights or over",NULL,Spain,NULL,NULL,304478.0000,NULL
3,France,2023,NULL,"Professional, business","From 1 to 3 nights",NULL,Spain,NULL,NULL,401165.0000,NULL
3,France,2023,NULL,"Professional, business","1 night or over",NULL,Spain,NULL,NULL,466757.0000,NULL
3,France,2023,NULL,Total,"From 1 to 3 nights",NULL,Spain,NULL,NULL,2319108.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Spain,NULL,NULL,6389425.0000,NULL
3,France,2023,NULL,Total,"4 nights or over",NULL,Spain,NULL,NULL,4070317.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Finland,NULL,NULL,162403.0000,NULL
3,France,2023,NULL,"Personal reasons","4 nights or over",NULL,Finland,NULL,NULL,148339.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Finland,NULL,NULL,162403.0000,NULL
3,France,2023,NULL,Total,"4 nights or over",NULL,Finland,NULL,NULL,148339.0000,NULL
3,France,2023,NULL,"Personal reasons","From 1 to 3 nights",NULL,France,NULL,NULL,116570701.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,France,NULL,NULL,188622147.0000,NULL
3,France,2023,NULL,"Personal reasons","4 nights or over",NULL,France,NULL,NULL,72051446.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","From 1 to 3 nights",NULL,France,NULL,NULL,64297521.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","1 night or over",NULL,France,NULL,NULL,89963915.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","4 nights or over",NULL,France,NULL,NULL,25666394.0000,NULL
3,France,2023,NULL,"Professional, business","From 1 to 3 nights",NULL,France,NULL,NULL,15380462.0000,NULL
3,France,2023,NULL,"Professional, business","1 night or over",NULL,France,NULL,NULL,18913878.0000,NULL
3,France,2023,NULL,"Professional, business","4 nights or over",NULL,France,NULL,NULL,3533417.0000,NULL
3,France,2023,NULL,Total,"From 1 to 3 nights",NULL,France,NULL,NULL,131951163.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,France,NULL,NULL,207536025.0000,NULL
3,France,2023,NULL,Total,"4 nights or over",NULL,France,NULL,NULL,75584863.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Croatia,NULL,NULL,262301.0000,NULL
3,France,2023,NULL,"Personal reasons","4 nights or over",NULL,Croatia,NULL,NULL,249886.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Croatia,NULL,NULL,270141.0000,NULL
3,France,2023,NULL,Total,"4 nights or over",NULL,Croatia,NULL,NULL,249886.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Hungary,NULL,NULL,106345.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Hungary,NULL,NULL,157523.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Ireland,NULL,NULL,291714.0000,NULL
3,France,2023,NULL,"Personal reasons","4 nights or over",NULL,Ireland,NULL,NULL,212114.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Ireland,NULL,NULL,343964.0000,NULL
3,France,2023,NULL,Total,"4 nights or over",NULL,Ireland,NULL,NULL,230277.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Iceland,NULL,NULL,118218.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Iceland,NULL,NULL,118218.0000,NULL
3,France,2023,NULL,"Personal reasons","From 1 to 3 nights",NULL,Italy,NULL,NULL,1155815.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Italy,NULL,NULL,3941532.0000,NULL
3,France,2023,NULL,"Personal reasons","4 nights or over",NULL,Italy,NULL,NULL,2785717.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","From 1 to 3 nights",NULL,Italy,NULL,NULL,127792.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","1 night or over",NULL,Italy,NULL,NULL,358003.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","4 nights or over",NULL,Italy,NULL,NULL,230211.0000,NULL
3,France,2023,NULL,"Professional, business","1 night or over",NULL,Italy,NULL,NULL,169062.0000,NULL
3,France,2023,NULL,Total,"From 1 to 3 nights",NULL,Italy,NULL,NULL,1279969.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Italy,NULL,NULL,4110595.0000,NULL
3,France,2023,NULL,Total,"4 nights or over",NULL,Italy,NULL,NULL,2830626.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Japan,NULL,NULL,151144.0000,NULL
3,France,2023,NULL,"Personal reasons","4 nights or over",NULL,Japan,NULL,NULL,151144.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Japan,NULL,NULL,158226.0000,NULL
3,France,2023,NULL,Total,"4 nights or over",NULL,Japan,NULL,NULL,158226.0000,NULL
3,France,2023,NULL,"Personal reasons","From 1 to 3 nights",NULL,Luxembourg,NULL,NULL,165263.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Luxembourg,NULL,NULL,316300.0000,NULL
3,France,2023,NULL,Total,"From 1 to 3 nights",NULL,Luxembourg,NULL,NULL,172241.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Luxembourg,NULL,NULL,323278.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Malta,NULL,NULL,222332.0000,NULL
3,France,2023,NULL,"Personal reasons","4 nights or over",NULL,Malta,NULL,NULL,191513.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Malta,NULL,NULL,222332.0000,NULL
3,France,2023,NULL,Total,"4 nights or over",NULL,Malta,NULL,NULL,191513.0000,NULL
3,France,2023,NULL,"Personal reasons","From 1 to 3 nights",NULL,Netherlands,NULL,NULL,440972.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Netherlands,NULL,NULL,716477.0000,NULL
3,France,2023,NULL,"Personal reasons","4 nights or over",NULL,Netherlands,NULL,NULL,275505.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","1 night or over",NULL,Netherlands,NULL,NULL,92760.0000,NULL
3,France,2023,NULL,Total,"From 1 to 3 nights",NULL,Netherlands,NULL,NULL,555377.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Netherlands,NULL,NULL,835261.0000,NULL
3,France,2023,NULL,Total,"4 nights or over",NULL,Netherlands,NULL,NULL,279884.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Norway,NULL,NULL,211223.0000,NULL
3,France,2023,NULL,"Personal reasons","4 nights or over",NULL,Norway,NULL,NULL,193085.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Norway,NULL,NULL,211223.0000,NULL
3,France,2023,NULL,Total,"4 nights or over",NULL,Norway,NULL,NULL,193085.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Poland,NULL,NULL,205355.0000,NULL
3,France,2023,NULL,"Personal reasons","4 nights or over",NULL,Poland,NULL,NULL,111230.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Poland,NULL,NULL,257172.0000,NULL
3,France,2023,NULL,Total,"4 nights or over",NULL,Poland,NULL,NULL,135939.0000,NULL
3,France,2023,NULL,"Personal reasons","From 1 to 3 nights",NULL,Portugal,NULL,NULL,342233.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Portugal,NULL,NULL,1628399.0000,NULL
3,France,2023,NULL,"Personal reasons","4 nights or over",NULL,Portugal,NULL,NULL,1286166.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","1 night or over",NULL,Portugal,NULL,NULL,179565.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","4 nights or over",NULL,Portugal,NULL,NULL,134561.0000,NULL
3,France,2023,NULL,Total,"From 1 to 3 nights",NULL,Portugal,NULL,NULL,472641.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Portugal,NULL,NULL,1768249.0000,NULL
3,France,2023,NULL,Total,"4 nights or over",NULL,Portugal,NULL,NULL,1295608.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Sweden,NULL,NULL,155078.0000,NULL
3,France,2023,NULL,"Personal reasons","4 nights or over",NULL,Sweden,NULL,NULL,109560.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Sweden,NULL,NULL,227814.0000,NULL
3,France,2023,NULL,Total,"4 nights or over",NULL,Sweden,NULL,NULL,164743.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,Türkiye,NULL,NULL,227450.0000,NULL
3,France,2023,NULL,"Personal reasons","4 nights or over",NULL,Türkiye,NULL,NULL,209232.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,Türkiye,NULL,NULL,227450.0000,NULL
3,France,2023,NULL,Total,"4 nights or over",NULL,Türkiye,NULL,NULL,209232.0000,NULL
3,France,2023,NULL,"Personal reasons","From 1 to 3 nights",NULL,"United Kingdom",NULL,NULL,659094.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,"United Kingdom",NULL,NULL,1552879.0000,NULL
3,France,2023,NULL,"Personal reasons","4 nights or over",NULL,"United Kingdom",NULL,NULL,893785.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","1 night or over",NULL,"United Kingdom",NULL,NULL,263474.0000,NULL
3,France,2023,NULL,"Visits to friends and relatives","4 nights or over",NULL,"United Kingdom",NULL,NULL,175760.0000,NULL
3,France,2023,NULL,"Professional, business","From 1 to 3 nights",NULL,"United Kingdom",NULL,NULL,195761.0000,NULL
3,France,2023,NULL,"Professional, business","1 night or over",NULL,"United Kingdom",NULL,NULL,228158.0000,NULL
3,France,2023,NULL,Total,"From 1 to 3 nights",NULL,"United Kingdom",NULL,NULL,854855.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,"United Kingdom",NULL,NULL,1781037.0000,NULL
3,France,2023,NULL,Total,"4 nights or over",NULL,"United Kingdom",NULL,NULL,926182.0000,NULL
3,France,2023,NULL,"Personal reasons","1 night or over",NULL,"United States",NULL,NULL,767298.0000,NULL
3,France,2023,NULL,"Personal reasons","4 nights or over",NULL,"United States",NULL,NULL,735154.0000,NULL
3,France,2023,NULL,Total,"1 night or over",NULL,"United States",NULL,NULL,849037.0000,NULL
3,France,2023,NULL,Total,"4 nights or over",NULL,"United States",NULL,NULL,803677.0000,NULL
1,Germany,2012,"Non-rented accommodation: accommodation provided without charge by relatives or friends",NULL,NULL,NULL,NULL,70790597.0000,NULL,NULL,NULL
1,Germany,2012,"Non-rented accommodation: other",NULL,NULL,NULL,NULL,4242200.0000,NULL,NULL,NULL
1,Germany,2012,"Non-rented accommodation: own holiday home",NULL,NULL,NULL,NULL,8837515.0000,NULL,NULL,NULL
1,Germany,2012,"Rented accommodation: campsites, caravan or trailer park",NULL,NULL,NULL,NULL,9544792.0000,NULL,NULL,NULL
1,Germany,2012,"Rented accommodation: hotels or similar establishments",NULL,NULL,NULL,NULL,127451702.0000,NULL,NULL,NULL
1,Germany,2012,"Rented accommodation: other",NULL,NULL,NULL,NULL,26657179.0000,NULL,NULL,NULL
1,Germany,2012,NULL,"Personal reasons","4 nights or over",Air,NULL,NULL,24752598.0000,NULL,NULL
1,Germany,2012,NULL,"Personal reasons","4 nights or over","Buses, coaches",NULL,NULL,6162428.0000,NULL,NULL
1,Germany,2012,NULL,"Personal reasons","4 nights or over","Other land",NULL,NULL,2304361.0000,NULL,NULL
1,Germany,2012,NULL,"Personal reasons","4 nights or over","Passenger road motor vehicles excluding buses and coaches",NULL,NULL,55031883.0000,NULL,NULL
1,Germany,2012,NULL,"Personal reasons","4 nights or over",Railways,NULL,NULL,10022041.0000,NULL,NULL
1,Germany,2012,NULL,"Personal reasons","4 nights or over",Waterway,NULL,NULL,2707958.0000,NULL,NULL
1,Germany,2012,NULL,"Personal reasons","From 1 to 3 nights",Air,NULL,NULL,4209466.0000,NULL,NULL
1,Germany,2012,NULL,"Personal reasons","From 1 to 3 nights","Buses, coaches",NULL,NULL,3537100.0000,NULL,NULL
1,Germany,2012,NULL,"Personal reasons","From 1 to 3 nights","Other land",NULL,NULL,2124003.0000,NULL,NULL
1,Germany,2012,NULL,"Personal reasons","From 1 to 3 nights","Passenger road motor vehicles excluding buses and coaches",NULL,NULL,71656409.0000,NULL,NULL
1,Germany,2012,NULL,"Personal reasons","From 1 to 3 nights",Railways,NULL,NULL,16635975.0000,NULL,NULL
1,Germany,2012,NULL,"Personal reasons","From 1 to 3 nights",Waterway,NULL,NULL,621766.0000,NULL,NULL
1,Germany,2012,NULL,"Professional, business","4 nights or over",Air,NULL,NULL,4239207.0000,NULL,NULL
1,Germany,2012,NULL,"Professional, business","4 nights or over","Buses, coaches",NULL,NULL,1117910.0000,NULL,NULL
1,Germany,2012,NULL,"Professional, business","4 nights or over","Other land",NULL,NULL,408131.0000,NULL,NULL
1,Germany,2012,NULL,"Professional, business","4 nights or over","Passenger road motor vehicles excluding buses and coaches",NULL,NULL,4364506.0000,NULL,NULL
1,Germany,2012,NULL,"Professional, business","4 nights or over",Railways,NULL,NULL,1290572.0000,NULL,NULL
1,Germany,2012,NULL,"Professional, business","From 1 to 3 nights",Air,NULL,NULL,7553633.0000,NULL,NULL
1,Germany,2012,NULL,"Professional, business","From 1 to 3 nights","Buses, coaches",NULL,NULL,1060852.0000,NULL,NULL
1,Germany,2012,NULL,"Professional, business","From 1 to 3 nights","Other land",NULL,NULL,2142510.0000,NULL,NULL
1,Germany,2012,NULL,"Professional, business","From 1 to 3 nights","Passenger road motor vehicles excluding buses and coaches",NULL,NULL,18672425.0000,NULL,NULL
1,Germany,2012,NULL,"Professional, business","From 1 to 3 nights",Railways,NULL,NULL,6871244.0000,NULL,NULL
1,Germany,2012,NULL,"Personal reasons","From 1 to 3 nights",NULL,Austria,NULL,NULL,3414720.0000,NULL
1,Germany,2012,NULL,"Personal reasons","1 night or over",NULL,Austria,NULL,NULL,10590860.0000,NULL
1,Germany,2012,NULL,"Personal reasons","4 nights or over",NULL,Austria,NULL,NULL,7176140.0000,NULL
1,Germany,2012,NULL,"Visits to friends and relatives","1 night or over",NULL,Austria,NULL,NULL,1209939.0000,NULL
1,Germany,2012,NULL,"Visits to friends and relatives","4 nights or over",NULL,Austria,NULL,NULL,897190.0000,NULL
1,Germany,2012,NULL,"Professional, business","From 1 to 3 nights",NULL,Austria,NULL,NULL,896842.0000,NULL
1,Germany,2012,NULL,"Professional, business","1 night or over",NULL,Austria,NULL,NULL,1383072.0000,NULL
1,Germany,2012,NULL,"Professional, business","4 nights or over",NULL,Austria,NULL,NULL,486229.0000,NULL
1,Germany,2012,NULL,Total,"From 1 to 3 nights",NULL,Austria,NULL,NULL,4311562.0000,NULL
1,Germany,2012,NULL,Total,"1 night or over",NULL,Austria,NULL,NULL,11973932.0000,NULL
1,Germany,2012,NULL,Total,"4 nights or over",NULL,Austria,NULL,NULL,7662369.0000,NULL
1,Germany,2012,NULL,"Personal reasons","1 night or over",NULL,Belgium,NULL,NULL,623212.0000,NULL
1,Germany,2012,NULL,Total,"From 1 to 3 nights",NULL,Belgium,NULL,NULL,833368.0000,NULL
1,Germany,2012,NULL,Total,"1 night or over",NULL,Belgium,NULL,NULL,1081792.0000,NULL
1,Germany,2012,NULL,"Personal reasons","From 1 to 3 nights",NULL,Switzerland,NULL,NULL,1070419.0000,NULL
1,Germany,2012,NULL,"Personal reasons","1 night or over",NULL,Switzerland,NULL,NULL,2352362.0000,NULL
1,Germany,2012,NULL,"Personal reasons","4 nights or over",NULL,Switzerland,NULL,NULL,1281943.0000,NULL
1,Germany,2012,NULL,"Visits to friends and relatives","From 1 to 3 nights",NULL,Switzerland,NULL,NULL,697069.0000,NULL
1,Germany,2012,NULL,"Visits to friends and relatives","1 night or over",NULL,Switzerland,NULL,NULL,1155091.0000,NULL
1,Germany,2012,NULL,"Professional, business","From 1 to 3 nights",NULL,Switzerland,NULL,NULL,1060287.0000,NULL
1,Germany,2012,NULL,"Professional, business","1 night or over",NULL,Switzerland,NULL,NULL,1214430.0000,NULL
1,Germany,2012,NULL,Total,"From 1 to 3 nights",NULL,Switzerland,NULL,NULL,2130705.0000,NULL
1,Germany,2012,NULL,Total,"1 night or over",NULL,Switzerland,NULL,NULL,3566792.0000,NULL
1,Germany,2012,NULL,Total,"4 nights or over",NULL,Switzerland,NULL,NULL,1436087.0000,NULL
1,Germany,2012,NULL,Total,"1 night or over",NULL,China,NULL,NULL,759893.0000,NULL
1,Germany,2012,NULL,Total,"4 nights or over",NULL,China,NULL,NULL,759893.0000,NULL
1,Germany,2012,NULL,"Personal reasons","From 1 to 3 nights",NULL,Czechia,NULL,NULL,732643.0000,NULL
1,Germany,2012,NULL,"Personal reasons","1 night or over",NULL,Czechia,NULL,NULL,1837345.0000,NULL
1,Germany,2012,NULL,"Personal reasons","4 nights or over",NULL,Czechia,NULL,NULL,1104701.0000,NULL
1,Germany,2012,NULL,"Professional, business","1 night or over",NULL,Czechia,NULL,NULL,609820.0000,NULL
1,Germany,2012,NULL,Total,"From 1 to 3 nights",NULL,Czechia,NULL,NULL,1070385.0000,NULL
1,Germany,2012,NULL,Total,"1 night or over",NULL,Czechia,NULL,NULL,2447165.0000,NULL
1,Germany,2012,NULL,Total,"4 nights or over",NULL,Czechia,NULL,NULL,1376780.0000,NULL
1,Germany,2012,NULL,"Personal reasons","From 1 to 3 nights",NULL,Germany,NULL,NULL,84908064.0000,NULL
1,Germany,2012,NULL,"Personal reasons","1 night or over",NULL,Germany,NULL,NULL,130076882.0000,NULL
1,Germany,2012,NULL,"Personal reasons","4 nights or over",NULL,Germany,NULL,NULL,45168818.0000,NULL
1,Germany,2012,NULL,"Visits to friends and relatives","From 1 to 3 nights",NULL,Germany,NULL,NULL,51319053.0000,NULL
1,Germany,2012,NULL,"Visits to friends and relatives","1 night or over",NULL,Germany,NULL,NULL,68439607.0000,NULL
1,Germany,2012,NULL,"Visits to friends and relatives","4 nights or over",NULL,Germany,NULL,NULL,17120555.0000,NULL
1,Germany,2012,NULL,"Professional, business","From 1 to 3 nights",NULL,Germany,NULL,NULL,28872955.0000,NULL
1,Germany,2012,NULL,"Professional, business","1 night or over",NULL,Germany,NULL,NULL,34718357.0000,NULL
1,Germany,2012,NULL,"Professional, business","4 nights or over",NULL,Germany,NULL,NULL,5845402.0000,NULL
1,Germany,2012,NULL,Total,"From 1 to 3 nights",NULL,Germany,NULL,NULL,113781018.0000,NULL
1,Germany,2012,NULL,Total,"1 night or over",NULL,Germany,NULL,NULL,164795239.0000,NULL
1,Germany,2012,NULL,Total,"4 nights or over",NULL,Germany,NULL,NULL,51014221.0000,NULL
1,Germany,2012,NULL,"Personal reasons","1 night or over",NULL,Denmark,NULL,NULL,1657008.0000,NULL
1,Germany,2012,NULL,"Personal reasons","4 nights or over",NULL,Denmark,NULL,NULL,1150572.0000,NULL
1,Germany,2012,NULL,Total,"From 1 to 3 nights",NULL,Denmark,NULL,NULL,657310.0000,NULL
1,Germany,2012,NULL,Total,"1 night or over",NULL,Denmark,NULL,NULL,1990672.0000,NULL
1,Germany,2012,NULL,Total,"4 nights or over",NULL,Denmark,NULL,NULL,1333362.0000,NULL
1,Germany,2012,NULL,"Personal reasons","1 night or over",NULL,Greece,NULL,NULL,1252832.0000,NULL
1,Germany,2012,NULL,"Personal reasons","4 nights or over",NULL,Greece,NULL,NULL,1156890.0000,NULL
1,Germany,2012,NULL,Total,"1 night or over",NULL,Greece,NULL,NULL,1371712.0000,NULL
1,Germany,2012,NULL,Total,"4 nights or over",NULL,Greece,NULL,NULL,1193499.0000,NULL
1,Germany,2012,NULL,"Personal reasons","1 night or over",NULL,Spain,NULL,NULL,9465057.0000,NULL
1,Germany,2012,NULL,"Personal reasons","4 nights or over",NULL,Spain,NULL,NULL,9020141.0000,NULL
1,Germany,2012,NULL,"Visits to friends and relatives","1 night or over",NULL,Spain,NULL,NULL,494589.0000,NULL
1,Germany,2012,NULL,"Visits to friends and relatives","4 nights or over",NULL,Spain,NULL,NULL,467332.0000,NULL
1,Germany,2012,NULL,Total,"From 1 to 3 nights",NULL,Spain,NULL,NULL,703244.0000,NULL
1,Germany,2012,NULL,Total,"1 night or over",NULL,Spain,NULL,NULL,9956971.0000,NULL
1,Germany,2012,NULL,Total,"4 nights or over",NULL,Spain,NULL,NULL,9253727.0000,NULL
1,Germany,2012,NULL,"Personal reasons","From 1 to 3 nights",NULL,France,NULL,NULL,1523828.0000,NULL
1,Germany,2012,NULL,"Personal reasons","1 night or over",NULL,France,NULL,NULL,4305052.0000,NULL
1,Germany,2012,NULL,"Personal reasons","4 nights or over",NULL,France,NULL,NULL,2781224.0000,NULL
1,Germany,2012,NULL,"Visits to friends and relatives","1 night or over",NULL,France,NULL,NULL,924899.0000,NULL
1,Germany,2012,NULL,"Professional, business","From 1 to 3 nights",NULL,France,NULL,NULL,905731.0000,NULL
1,Germany,2012,NULL,"Professional, business","1 night or over",NULL,France,NULL,NULL,1220843.0000,NULL
1,Germany,2012,NULL,Total,"From 1 to 3 nights",NULL,France,NULL,NULL,2429559.0000,NULL
1,Germany,2012,NULL,Total,"1 night or over",NULL,France,NULL,NULL,5525894.0000,NULL
1,Germany,2012,NULL,Total,"4 nights or over",NULL,France,NULL,NULL,3096336.0000,NULL
1,Germany,2012,NULL,"Personal reasons","1 night or over",NULL,Croatia,NULL,NULL,2028503.0000,NULL
1,Germany,2012,NULL,"Personal reasons","4 nights or over",NULL,Croatia,NULL,NULL,1956698.0000,NULL
